drug,target
Capecitabine,ERBB3
Capecitabine,FHL1
Capecitabine,FLII
Capecitabine,FUCA1
Capecitabine,HDGFRP3
Capecitabine,HIF1A
Capecitabine,HRAS
Capecitabine,IL17RB
Capecitabine,IL1R2
Capecitabine,LGALS4
Capecitabine,MRE11A
Capecitabine,MYB
Capecitabine,MYRF
Capecitabine,PKD2
Capecitabine,PKP2
Capecitabine,PLCE1
Capecitabine,PPA1
Capecitabine,PRKACB
Capecitabine,PTGS2
Capecitabine,PTPN13
Capecitabine,PYGB
Capecitabine,RAB40B
Capecitabine,RPA1
Capecitabine,RRAS2
Capecitabine,S100P
Capecitabine,STIP1
Capecitabine,TEAD1
Capecitabine,TFF1
Capecitabine,TRIM15
Capecitabine,TYMS
Capecitabine,VEGFA
Capecitabine,ZNF706
Captopril,ACE
Captopril,ALB
Captopril,LTA4H
Captopril,MMP2
Captopril,SLC15A1
Captopril,SLC22A6
Carbamazepine,ABCB1
Carbamazepine,ABCC1
Carbamazepine,ABCC2
Carbamazepine,ADRB1
Carbamazepine,AR
Carbamazepine,BCL2
Carbamazepine,BDNF
Carbamazepine,CCND1
Carbamazepine,CHRNA2
Carbamazepine,CHRNA4
Carbamazepine,CHRNB2
Carbamazepine,CYP17A1
Carbamazepine,CYP1A1
Carbamazepine,CYP1A2
Carbamazepine,CYP2B6
Carbamazepine,CYP2C19
Carbamazepine,CYP2C8
Carbamazepine,CYP2C9
Carbamazepine,CYP2D6
Carbamazepine,CYP3A4
Carbamazepine,DDIT3
Carbamazepine,DRD2
Carbamazepine,EIF2AK3
Carbamazepine,EPHX1
Carbamazepine,ERBB2
Carbamazepine,ESR1
Carbamazepine,FOS
Carbamazepine,GABRA1
Carbamazepine,GABRA2
Carbamazepine,GLUL
Carbamazepine,GRIK2
Carbamazepine,GSTM1
Carbamazepine,HDAC3
Carbamazepine,HDAC7
Carbamazepine,HLA-A
Carbamazepine,HLA-B
Carbamazepine,HLA-E
Carbamazepine,HMBS
Carbamazepine,HMGB1
Carbamazepine,HSD3B2
Carbamazepine,HSPA1A
Carbamazepine,HSPA1L
Carbamazepine,HTR2C
Carbamazepine,IL6
Carbamazepine,KCNN2
Carbamazepine,MARCKS
Carbamazepine,MLN
Carbamazepine,MYL9
Carbamazepine,NFE2L2
Carbamazepine,NFKB1
Carbamazepine,NOS2
Carbamazepine,NR1I2
Carbamazepine,NR1I3
Carbamazepine,NR3C1
Carbamazepine,PC
Carbamazepine,PLA2G4A
Carbamazepine,POU3F1
Carbamazepine,PPP1R12A
Carbamazepine,PPP3CA
Carbamazepine,PTK2
Carbamazepine,RELA
Carbamazepine,REST
Carbamazepine,SCN1A
Carbamazepine,SCN9A
Carbamazepine,SHBG
Carbamazepine,SLC19A1
Carbamazepine,SLC1A1
Carbamazepine,SLC5A5
Carbamazepine,TFAP2A
Carbamazepine,TFAP2B
Carbamazepine,TFAP2C
Carbamazepine,TNF
Carbenicillin,PLA2G4A
Carbenicillin,SLC22A6
Carvacrol,CASP3
Carvacrol,TRPA1
Carvacrol,TRPV3
Carvacrol,UGT2B15
Ceftazidime,ABCC4
Ceftazidime,DHFR
Ceftazidime,IL10
Chloramphenicol,CASP3
Chloramphenicol,CAT
Chloramphenicol,CDKN1A
Chloramphenicol,CDKN2A
Chloramphenicol,COX1
Chloramphenicol,CYP3A4
Chloramphenicol,JUN
Chloramphenicol,MMP13
Chloramphenicol,PARP1
Chloramphenicol,PGD
Chloramphenicol,SLC22A7
Chloroquine,APOE
Chloroquine,APP
Chloroquine,AQP5
Chloroquine,ATM
Chloroquine,ATP1A1
Chloroquine,BIRC5
Chloroquine,CASP3
Chloroquine,CASP7
Chloroquine,CAT
Chloroquine,CD34
Chloroquine,CDKN1A
Chloroquine,CLU
Chloroquine,CTSB
Chloroquine,CTSD
Chloroquine,CTSL
Chloroquine,CYP2C8
Chloroquine,CYP2D6
Chloroquine,CYP3A4
Chloroquine,EGF
Chloroquine,EGFR
Chloroquine,ERBB2
Chloroquine,ERBB3
Chloroquine,GJA1
Chloroquine,GLP1R
Chloroquine,GSR
Chloroquine,HSPA1B
Chloroquine,IL1B
Chloroquine,IL2
Chloroquine,IL6
Chloroquine,MAP1LC3B
Chloroquine,MAPT
Chloroquine,MCL1
Chloroquine,NOS2
Chloroquine,POMC
Chloroquine,RELA
Chloroquine,SCARB1
Chloroquine,SERPINA3
Chloroquine,SQSTM1
Chloroquine,TNF
Chloroquine,TP53
Chlorpheniramine,BCHE
Chlorpheniramine,CXCL8
Chlorpheniramine,HRH1
Chlorpheniramine,KCNH2
Chlorpheniramine,MPO
Chlorpheniramine,MUC5AC
Chlorpheniramine,SLC22A1
Chlorpheniramine,SLC22A2
Chromium Chloride,INSR
Cimetidine,ABCG2
Cimetidine,ADH1A
Cimetidine,ADH1B
Cimetidine,ADH1C
Cimetidine,ADH4
Cimetidine,ADH5
Cimetidine,ADH7
Cimetidine,AHR
Cimetidine,ALDH1A1
Cimetidine,ALDH3A1
Cimetidine,APAF1
Cimetidine,AR
Cimetidine,BAX
Cimetidine,BCL2
Cimetidine,CASP1
Cimetidine,CASP3
Cimetidine,CASP7
Cimetidine,CASP8
Cimetidine,CASP9
Cimetidine,CCL2
Cimetidine,CD14
Cimetidine,CTSD
Cimetidine,CTSL
Cimetidine,CXCL8
Cimetidine,CYP1A1
Cimetidine,CYP1A2
Cimetidine,CYP2B6
Cimetidine,CYP2C9
Cimetidine,CYP2D6
Cimetidine,CYP2E1
Cimetidine,CYP2J2
Cimetidine,CYP3A4
Cimetidine,EGFR
Cimetidine,FSHB
Cimetidine,GAST
Cimetidine,GSTP1
Cimetidine,HMOX1
Cimetidine,HRH2
Cimetidine,ICAM1
Cimetidine,IFNG
Cimetidine,IL16
Cimetidine,IL18
Cimetidine,IL1B
Cimetidine,ITGA4
Cimetidine,ITGAX
Cimetidine,LRP1
Cimetidine,NFKB1
Cimetidine,NR1I2
Cimetidine,NR1I3
Cimetidine,NTF3
Cimetidine,PRL
Cimetidine,RELA
Cimetidine,SELP
Cimetidine,SLC22A1
Cimetidine,SLC22A2
Cimetidine,SLC22A3
Cimetidine,SLC22A6
Cimetidine,SLC22A7
Cimetidine,SLC22A8
Cimetidine,SLC47A1
Cimetidine,SLC47A2
Cimetidine,SLC9A3
Cimetidine,TNF
Ciprofloxacin,ABCC4
Ciprofloxacin,BAX
Ciprofloxacin,BCL2
Ciprofloxacin,CASP3
Ciprofloxacin,CASP8
Ciprofloxacin,CASP9
Ciprofloxacin,CCNB1
Ciprofloxacin,CCNE1
Ciprofloxacin,CDK1
Ciprofloxacin,CDK2
Ciprofloxacin,CDKN1A
Ciprofloxacin,CHEK1
Ciprofloxacin,CSF2
Ciprofloxacin,CXCL2
Ciprofloxacin,CXCL8
Ciprofloxacin,CYP1A2
Ciprofloxacin,CYP3A4
Ciprofloxacin,DHODH
Ciprofloxacin,G6PD
Ciprofloxacin,IFNG
Ciprofloxacin,IL10
Ciprofloxacin,IL1A
Ciprofloxacin,IL1B
Ciprofloxacin,IL3
Ciprofloxacin,IL4
Ciprofloxacin,MMP1
Ciprofloxacin,MMP13
Ciprofloxacin,MMP3
Ciprofloxacin,NOD2
Ciprofloxacin,PARP1
Ciprofloxacin,PGD
Ciprofloxacin,PLK1
Ciprofloxacin,PON1
Ciprofloxacin,TNF
Ciprofloxacin,TOP1
Ciprofloxacin,TOP2A
Cisapride,ABCB11
Cisapride,CYP2C9
Cisapride,CYP3A4
Cisapride,KCNH2
Cisapride,SCN5A
Cisapride,SLC22A2
Cisplatin,A2M
Cisplatin,ABCB1
Cisplatin,ABCC1
Cisplatin,ABCC2
Cisplatin,ABCC3
Cisplatin,ABCC4
Cisplatin,ABCC5
Cisplatin,ABCG2
Cisplatin,ABHD11
Cisplatin,ABHD2
Cisplatin,ABL1
Cisplatin,ABR
Cisplatin,ACACA
Cisplatin,ACHE
Cisplatin,ACIN1
Cisplatin,ACO2
Cisplatin,ACOX2
Cisplatin,ACSL3
Cisplatin,ACVR1C
Cisplatin,ACYP2
Cisplatin,ADAM10
Cisplatin,ADNP2
Cisplatin,ADORA2B
Cisplatin,ADRM1
Cisplatin,AEBP2
Cisplatin,AFF1
Cisplatin,AHCY
Cisplatin,AHCYL1
Cisplatin,AHNAK
Cisplatin,AIFM1
Cisplatin,AKAP12
Cisplatin,AKAP8
Cisplatin,AKR1B1
Cisplatin,AKR1C1
Cisplatin,AKR1C2
Cisplatin,AKR1C3
Cisplatin,AKT1
Cisplatin,AKT2
Cisplatin,ALB
Cisplatin,ALKBH2
Cisplatin,AMN
Cisplatin,AMY1A
Cisplatin,ANXA1
Cisplatin,ANXA5
Cisplatin,APAF1
Cisplatin,APEX1
Cisplatin,APMAP
Cisplatin,APOB
Cisplatin,APOE
Cisplatin,AQP2
Cisplatin,AREG
Cisplatin,ARF6
Cisplatin,ARG1
Cisplatin,ARHGAP11A
Cisplatin,ARHGEF19
Cisplatin,ARHGEF6
Cisplatin,ARID5B
Cisplatin,ARL6IP5
Cisplatin,ARMCX2
Cisplatin,ASS1
Cisplatin,ASTN1
Cisplatin,ASXL2
Cisplatin,ATAD2
Cisplatin,ATF2
Cisplatin,ATF4
Cisplatin,ATG5
Cisplatin,ATM
Cisplatin,ATOX1
Cisplatin,ATP5A1
Cisplatin,ATP5I
Cisplatin,ATP5L
Cisplatin,ATP5O
Cisplatin,ATP6V1G2
Cisplatin,ATP7A
Cisplatin,ATP7B
Cisplatin,ATR
Cisplatin,AURKA
Cisplatin,B3GALT4
Cisplatin,BAAT
Cisplatin,BACH1
Cisplatin,BAD
Cisplatin,BAK1
Cisplatin,BARD1
Cisplatin,BASP1
Cisplatin,BAX
Cisplatin,BBC3
Cisplatin,BBX
Cisplatin,BCAM
Cisplatin,BCAR1
Cisplatin,BCAS4
Cisplatin,BCL2
Cisplatin,BCL2L1
Cisplatin,BCL2L11
Cisplatin,BHMT
Cisplatin,BID
Cisplatin,BIN1
Cisplatin,BIN2
Cisplatin,BIRC2
Cisplatin,BIRC3
Cisplatin,BIRC5
Cisplatin,BMI1
Cisplatin,BMP7
Cisplatin,BNIP3
Cisplatin,BRCA1
Cisplatin,BRCA2
Cisplatin,BRD8
Cisplatin,BRIP1
Cisplatin,BSCL2
Cisplatin,BSG
Cisplatin,BTG2
Cisplatin,BUB3
Cisplatin,C11ORF68
Cisplatin,C4ORF29
Cisplatin,CA2
Cisplatin,CALB1
Cisplatin,CALCB
Cisplatin,CALD1
Cisplatin,CAND1
Cisplatin,CAPN1
Cisplatin,CAPN2
Cisplatin,CASP1
Cisplatin,CASP12
Cisplatin,CASP2
Cisplatin,CASP3
Cisplatin,CASP4
Cisplatin,CASP6
Cisplatin,CASP7
Cisplatin,CASP8
Cisplatin,CASP9
Cisplatin,CAT
Cisplatin,CAV1
Cisplatin,CCDC85B
Cisplatin,CCL2
Cisplatin,CCL5
Cisplatin,CCNA2
Cisplatin,CCNB1
Cisplatin,CCND1
Cisplatin,CCNE1
Cisplatin,CCNG2
Cisplatin,CD151
Cisplatin,CD40LG
Cisplatin,CD44
Cisplatin,CD55
Cisplatin,CD59
Cisplatin,CD81
Cisplatin,CDC25A
Cisplatin,CDC25C
Cisplatin,CDC40
Cisplatin,CDC6
Cisplatin,CDH1
Cisplatin,CDH2
Cisplatin,CDH3
Cisplatin,CDK1
Cisplatin,CDK17
Cisplatin,CDK2
Cisplatin,CDK4
Cisplatin,CDKL5
Cisplatin,CDKN1A
Cisplatin,CDKN1B
Cisplatin,CDKN2A
Cisplatin,CDKN2AIP
Cisplatin,CELSR2
Cisplatin,CES2
Cisplatin,CES3
Cisplatin,CFHR1
Cisplatin,CFLAR
Cisplatin,CGGBP1
Cisplatin,CHD1
Cisplatin,CHEK1
Cisplatin,CHEK2
Cisplatin,CHFR
Cisplatin,CIDEB
Cisplatin,CILP
Cisplatin,CITED2
Cisplatin,CKMT1B
Cisplatin,CLDN7
Cisplatin,CLOCK
Cisplatin,CLU
Cisplatin,CNTNAP2
Cisplatin,COL11A2
Cisplatin,COL4A5
Cisplatin,COMMD1
Cisplatin,COMT
Cisplatin,CORO1C
Cisplatin,COX2
Cisplatin,CREBBP
Cisplatin,CRMP1
Cisplatin,CSF2
Cisplatin,CSF3
Cisplatin,CTAGE4
Cisplatin,CTDSP1
Cisplatin,CTH
Cisplatin,CTNNA1
Cisplatin,CTNNAL1
Cisplatin,CTNNB1
Cisplatin,CTSB
Cisplatin,CXCL1
Cisplatin,CXCL10
Cisplatin,CXCL2
Cisplatin,CXCL8
Cisplatin,CYCS
Cisplatin,CYLD
Cisplatin,CYP1A1
Cisplatin,CYP1A2
Cisplatin,CYP2A6
Cisplatin,CYP2C9
Cisplatin,CYP2E1
Cisplatin,CYP3A4
Cisplatin,CYP3A5
Cisplatin,D6S2723E
Cisplatin,DAB2
Cisplatin,DAD1
Cisplatin,DCK
Cisplatin,DCN
Cisplatin,DDIT3
Cisplatin,DDIT4
Cisplatin,DDR1
Cisplatin,DDX39A
Cisplatin,DDX5
Cisplatin,DECR1
Cisplatin,DEK
Cisplatin,DENND4A
Cisplatin,DEPTOR
Cisplatin,DIABLO
Cisplatin,DICER1
Cisplatin,DKC1
Cisplatin,DKK1
Cisplatin,DMBT1
Cisplatin,DNM1L
Cisplatin,DNMT1
Cisplatin,DNMT3B
Cisplatin,DPYD
Cisplatin,DRAP1
Cisplatin,DSN1
Cisplatin,DSPP
Cisplatin,DST
Cisplatin,DUSP6
Cisplatin,DYRK2
Cisplatin,E2F1
Cisplatin,ECH1
Cisplatin,ECHS1
Cisplatin,ECI1
Cisplatin,EDNRA
Cisplatin,EEF1G
Cisplatin,EEF2
Cisplatin,EGF
Cisplatin,EGFR
Cisplatin,EGR1
Cisplatin,EHHADH
Cisplatin,EIF2A
Cisplatin,EIF4B
Cisplatin,EIF4EBP1
Cisplatin,EIF4EBP2
Cisplatin,ELF2
Cisplatin,ELMO2
Cisplatin,EMP3
Cisplatin,EMX2
Cisplatin,ENPP2
Cisplatin,ENSA
Cisplatin,ENTPD6
Cisplatin,EP300
Cisplatin,EPCAM
Cisplatin,EPO
Cisplatin,ERBB2
Cisplatin,ERCC1
Cisplatin,ERCC4
Cisplatin,ERCC6
Cisplatin,ERVFRD-1
Cisplatin,ESAM
Cisplatin,ESR2
Cisplatin,ESRRB
Cisplatin,F8A3
Cisplatin,FABP1
Cisplatin,FADS1
Cisplatin,FAM129A
Cisplatin,FAM13A
Cisplatin,FAM160A2
Cisplatin,FAM168A
Cisplatin,FAM46A
Cisplatin,FAN1
Cisplatin,FANCC
Cisplatin,FANCD2
Cisplatin,FANCG
Cisplatin,FANCI
Cisplatin,FAS
Cisplatin,FASLG
Cisplatin,FASN
Cisplatin,FASTK
Cisplatin,FBL
Cisplatin,FBP1
Cisplatin,FEN1
Cisplatin,FGF9
Cisplatin,FGFR2
Cisplatin,FKBP2
Cisplatin,FMOD
Cisplatin,FN1
Cisplatin,FOS
Cisplatin,FOSL1
Cisplatin,FOXC1
Cisplatin,FOXO3
Cisplatin,FSTL1
Cisplatin,FTLP3
Cisplatin,FXN
Cisplatin,GADD45A
Cisplatin,GALNT7
Cisplatin,GAPDH
Cisplatin,GAPVD1
Cisplatin,GARS
Cisplatin,GAS1
Cisplatin,GAS7
Cisplatin,GAST
Cisplatin,GCLC
Cisplatin,GCNT1
Cisplatin,GCNT2
Cisplatin,GJA1
Cisplatin,GJB1
Cisplatin,GJB2
Cisplatin,GLRX2
Cisplatin,GMPPA
Cisplatin,GNAS
Cisplatin,GNB2L1
Cisplatin,GOLGA4
Cisplatin,GOLGA8A
Cisplatin,GOLGA8B
Cisplatin,GOT2
Cisplatin,GPAA1
Cisplatin,GPX3
Cisplatin,GSK3A
Cisplatin,GSK3B
Cisplatin,GSR
Cisplatin,GSTA1
Cisplatin,GSTA3
Cisplatin,GSTM1
Cisplatin,GSTM2
Cisplatin,GSTM3
Cisplatin,GSTO1
Cisplatin,GSTP1
Cisplatin,GSTT1
Cisplatin,GSTZ1
Cisplatin,GUCY1B3
Cisplatin,H2AFX
Cisplatin,H6PD
Cisplatin,HADH
Cisplatin,HAVCR1
Cisplatin,HDAC1
Cisplatin,HDAC3
Cisplatin,HDAC6
Cisplatin,HHEX
Cisplatin,HIF1A
Cisplatin,HIPK2
Cisplatin,HIST1H2BC
Cisplatin,HLA-A
Cisplatin,HLA-DPA3
Cisplatin,HLA-G
Cisplatin,HMGA1
Cisplatin,HMOX1
Cisplatin,HNF1A
Cisplatin,HNRNPA1
Cisplatin,HNRNPA2B1
Cisplatin,HNRNPAB
Cisplatin,HNRNPC
Cisplatin,HNRNPF
Cisplatin,HNRNPH1
Cisplatin,HOGA1
Cisplatin,HP1BP3
Cisplatin,HPCAL1
Cisplatin,HSD11B1
Cisplatin,HSD17B12
Cisplatin,HSD17B8
Cisplatin,HSPA1A
Cisplatin,HSPA5
Cisplatin,HSPA8
Cisplatin,HSPA9
Cisplatin,HSPB1
Cisplatin,HSPD1
Cisplatin,HSPE1
Cisplatin,HTRA2
Cisplatin,HUWE1
Cisplatin,ICAM1
Cisplatin,ID4
Cisplatin,IFI30
Cisplatin,IFITM1
Cisplatin,IFNG
Cisplatin,IGF1R
Cisplatin,IGFBP5
Cisplatin,IKBKB
Cisplatin,IL10
Cisplatin,IL13RA1
Cisplatin,IL18
Cisplatin,IL1A
Cisplatin,IL1B
Cisplatin,IL1R1
Cisplatin,IL33
Cisplatin,IL6
Cisplatin,IL6R
Cisplatin,IL7
Cisplatin,IMPACT
Cisplatin,INA
Cisplatin,ING4
Cisplatin,ITGAE
Cisplatin,ITGB1
Cisplatin,ITPA
Cisplatin,JUN
Cisplatin,KAT5
Cisplatin,KAT6A
Cisplatin,KCNA5
Cisplatin,KCNE4
Cisplatin,KCNK1
Cisplatin,KDM1A
Cisplatin,KDM4B
Cisplatin,KEAP1
Cisplatin,KHSRP
Cisplatin,KIF20B
Cisplatin,KIT
Cisplatin,KLF2
Cisplatin,KLF3
Cisplatin,KLK1
Cisplatin,KLK10
Cisplatin,KLK11
Cisplatin,KLK12
Cisplatin,KLK15
Cisplatin,KLK2
Cisplatin,KLK3
Cisplatin,KLK4
Cisplatin,KLK5
Cisplatin,KLK6
Cisplatin,KLK7
Cisplatin,KLK8
Cisplatin,KLK9
Cisplatin,KMT2A
Cisplatin,KRT17
Cisplatin,LANCL1
Cisplatin,LAPTM4B
Cisplatin,LCN2
Cisplatin,LDHA
Cisplatin,LEP
Cisplatin,LGALS3
Cisplatin,LHB
Cisplatin,LIMCH1
Cisplatin,LMNA
Cisplatin,LMNB1
Cisplatin,LRIG1
Cisplatin,LRP2
Cisplatin,LTBP1
Cisplatin,LUZP1
Cisplatin,MACF1
Cisplatin,MAD2L1
Cisplatin,MAD2L2
Cisplatin,MAGED2
Cisplatin,MAL
Cisplatin,MAP1LC3B
Cisplatin,MAP2K1
Cisplatin,MAP2K2
Cisplatin,MAP2K6
Cisplatin,MAP4
Cisplatin,MAP7D1
Cisplatin,MAPK1
Cisplatin,MAPK14
Cisplatin,MAPK3
Cisplatin,MAPK8
Cisplatin,MAPK9
Cisplatin,MAPKAPK2
Cisplatin,MBD3
Cisplatin,MCL1
Cisplatin,MCM6
Cisplatin,MDC1
Cisplatin,MDH2
Cisplatin,MDM2
Cisplatin,MED1
Cisplatin,MED21
Cisplatin,MEST
Cisplatin,MET
Cisplatin,MFGE8
Cisplatin,MFN1
Cisplatin,MFN2
Cisplatin,MGMT
Cisplatin,MGST1
Cisplatin,MIR155
Cisplatin,MIS18BP1
Cisplatin,MKI67
Cisplatin,MLH1
Cisplatin,MMP2
Cisplatin,MMP9
Cisplatin,MPG
Cisplatin,MPO
Cisplatin,MPP2
Cisplatin,MRPS28
Cisplatin,MSH2
Cisplatin,MSH3
Cisplatin,MSN
Cisplatin,MT1F
Cisplatin,MT1G
Cisplatin,MT1X
Cisplatin,MT2A
Cisplatin,MTL5
Cisplatin,MTOR
Cisplatin,MTTP
Cisplatin,MUC16
Cisplatin,MUT
Cisplatin,MYBBP1A
Cisplatin,MYC
Cisplatin,MYEF2
Cisplatin,MYO9A
Cisplatin,MYRF
Cisplatin,NAB1
Cisplatin,NACC1
Cisplatin,NAIP
Cisplatin,NANOG
Cisplatin,NBN
Cisplatin,NBR1
Cisplatin,NCAPD2
Cisplatin,NCL
Cisplatin,NCOA3
Cisplatin,ND1
Cisplatin,NDUFA9
Cisplatin,NDUFB6
Cisplatin,NDUFS8
Cisplatin,NDUFV2
Cisplatin,NEAT1
Cisplatin,NEDD9
Cisplatin,NES
Cisplatin,NFATC4
Cisplatin,NFE2L2
Cisplatin,NFKB1
Cisplatin,NFKBIA
Cisplatin,NFYA
Cisplatin,NGF
Cisplatin,NLRP3
Cisplatin,NME1
Cisplatin,NMI
Cisplatin,NMU
Cisplatin,NOB1
Cisplatin,NOD1
Cisplatin,NOS2
Cisplatin,NOS3
Cisplatin,NOTCH2
Cisplatin,NOX4
Cisplatin,NPM1
Cisplatin,NQO1
Cisplatin,NR1I2
Cisplatin,NR4A1
Cisplatin,NSMCE4A
Cisplatin,NUDT1
Cisplatin,NUMA1
Cisplatin,NYNRIN
Cisplatin,OGFR
Cisplatin,OGT
Cisplatin,OPTN
Cisplatin,P2RX7
Cisplatin,P2RY11
Cisplatin,P3H2
Cisplatin,P4HA2
Cisplatin,P4HB
Cisplatin,PABPC1
Cisplatin,PAFAH1B2
Cisplatin,PAFAH1B3
Cisplatin,PAK2
Cisplatin,PALB2
Cisplatin,PAPPA2
Cisplatin,PARD6A
Cisplatin,PARG
Cisplatin,PARK7
Cisplatin,PARP1
Cisplatin,PARP2
Cisplatin,PAX8
Cisplatin,PBX1
Cisplatin,PCCB
Cisplatin,PCM1
Cisplatin,PCNA
Cisplatin,PDCD5
Cisplatin,PDS5A
Cisplatin,PDS5B
Cisplatin,PDXK
Cisplatin,PDZD4
Cisplatin,PFKFB4
Cisplatin,PFKP
Cisplatin,PHF14
Cisplatin,PHGDH
Cisplatin,PHIP
Cisplatin,PHLDA1
Cisplatin,PIGA
Cisplatin,PIWIL2
Cisplatin,PKM
Cisplatin,PKP2
Cisplatin,PLEKHA5
Cisplatin,PLIN2
Cisplatin,PLIN3
Cisplatin,PLK1
Cisplatin,PLP2
Cisplatin,PMAIP1
Cisplatin,PMPCA
Cisplatin,PMS2
Cisplatin,POLA1
Cisplatin,PON1
Cisplatin,POP1
Cisplatin,POP4
Cisplatin,POU5F1
Cisplatin,PPARG
Cisplatin,PPIA
Cisplatin,PPIE
Cisplatin,PPM1G
Cisplatin,PPP1R13L
Cisplatin,PPP1R17
Cisplatin,PPP1R1B
Cisplatin,PPP1R2
Cisplatin,PPP1R7
Cisplatin,PPP3CB
Cisplatin,PRDX1
Cisplatin,PRDX5
Cisplatin,PRDX6
Cisplatin,PRKCA
Cisplatin,PRKCD
Cisplatin,PRKCI
Cisplatin,PRKDC
Cisplatin,PRL
Cisplatin,PRNP
Cisplatin,PROC
Cisplatin,PRODH
Cisplatin,PROM1
Cisplatin,PROS1
Cisplatin,PRRC2C
Cisplatin,PSMA1
Cisplatin,PSMB10
Cisplatin,PSPC1
Cisplatin,PTBP1
Cisplatin,PTBP3
Cisplatin,PTEN
Cisplatin,PTGES
Cisplatin,PTGS1
Cisplatin,PTGS2
Cisplatin,PTK2
Cisplatin,PTPN11
Cisplatin,PUF60
Cisplatin,PUS1
Cisplatin,PUS7
Cisplatin,PXDN
Cisplatin,PYCARD
Cisplatin,QSOX1
Cisplatin,RAB40B
Cisplatin,RAD21
Cisplatin,RAD23A
Cisplatin,RAD23B
Cisplatin,RAD50
Cisplatin,RAD51AP1
Cisplatin,RAD51C
Cisplatin,RALB
Cisplatin,RANBP1
Cisplatin,RANBP3
Cisplatin,RAP1A
Cisplatin,RASSF1
Cisplatin,RB1
Cisplatin,RBBP7
Cisplatin,RBCK1
Cisplatin,RBFOX2
Cisplatin,RBM14
Cisplatin,RBM17
Cisplatin,RBM33
Cisplatin,RBP1
Cisplatin,RELA
Cisplatin,RET
Cisplatin,REV3L
Cisplatin,RFC5
Cisplatin,RFK
Cisplatin,RGS10
Cisplatin,RGS17
Cisplatin,RHEB
Cisplatin,RHOA
Cisplatin,RHPN2
Cisplatin,RING1
Cisplatin,RNASET2
Cisplatin,RND3
Cisplatin,RNF2
Cisplatin,RNF34
Cisplatin,RPL21
Cisplatin,RPL36
Cisplatin,RPL6
Cisplatin,RPS14
Cisplatin,RPS18
Cisplatin,RPS4X
Cisplatin,RPS4Y2
Cisplatin,RPS6
Cisplatin,RPS6KA1
Cisplatin,RPS6KA6
Cisplatin,RRAGD
Cisplatin,RRM2B
Cisplatin,RSF1
Cisplatin,RUNX3
Cisplatin,RUVBL2
Cisplatin,RXRB
Cisplatin,S100P
Cisplatin,SALL4
Cisplatin,SCRN1
Cisplatin,SDC2
Cisplatin,SERPINB4
Cisplatin,SERPINE2
Cisplatin,SET
Cisplatin,SFN
Cisplatin,SFXN1
Cisplatin,SH2B3
Cisplatin,SH3BGRL3
Cisplatin,SH3PXD2A
Cisplatin,SHC1
Cisplatin,SHH
Cisplatin,SHROOM3
Cisplatin,SIRT1
Cisplatin,SIRT3
Cisplatin,SKP2
Cisplatin,SLC12A1
Cisplatin,SLC1A2
Cisplatin,SLC1A4
Cisplatin,SLC20A1
Cisplatin,SLC22A2
Cisplatin,SLC22A24
Cisplatin,SLC22A5
Cisplatin,SLC22A6
Cisplatin,SLC22A8
Cisplatin,SLC25A1
Cisplatin,SLC25A10
Cisplatin,SLC25A13
Cisplatin,SLC27A5
Cisplatin,SLC29A1
Cisplatin,SLC2A1
Cisplatin,SLC2A3
Cisplatin,SLC31A1
Cisplatin,SLC31A2
Cisplatin,SLC39A7
Cisplatin,SLC47A1
Cisplatin,SLC5A5
Cisplatin,SLC6A12
Cisplatin,SLC7A1
Cisplatin,SLC7A11
Cisplatin,SLC7A8
Cisplatin,SLPI
Cisplatin,SMC3
Cisplatin,SMG1
Cisplatin,SMN1
Cisplatin,SMTN
Cisplatin,SNAI2
Cisplatin,SNAP29
Cisplatin,SNAPC3
Cisplatin,SNRPA
Cisplatin,SOCS2
Cisplatin,SOD1
Cisplatin,SOD2
Cisplatin,SOD3
Cisplatin,SP100
Cisplatin,SP110
Cisplatin,SPON1
Cisplatin,SPP1
Cisplatin,SPTAN1
Cisplatin,SPTBN1
Cisplatin,SPTLC2
Cisplatin,SQSTM1
Cisplatin,SRC
Cisplatin,SRPK1
Cisplatin,SRPK2
Cisplatin,SRRM2
Cisplatin,SRSF2
Cisplatin,SSR1
Cisplatin,STAT1
Cisplatin,STAT3
Cisplatin,STAT6
Cisplatin,STEAP1
Cisplatin,STK11
Cisplatin,STK17A
Cisplatin,STMN1
Cisplatin,STYX
Cisplatin,SUGT1
Cisplatin,SULF1
Cisplatin,SULT1A1
Cisplatin,SULT1A2
Cisplatin,SUOX
Cisplatin,SUPV3L1
Cisplatin,SWAP70
Cisplatin,SYBU
Cisplatin,SYNGR2
Cisplatin,SYNJ2
Cisplatin,SYT13
Cisplatin,TAB1
Cisplatin,TAF1C
Cisplatin,TAGLN
Cisplatin,TANK
Cisplatin,TARDBP
Cisplatin,TBC1D17
Cisplatin,TBPL1
Cisplatin,TCF20
Cisplatin,TDP1
Cisplatin,TERT
Cisplatin,TF
Cisplatin,TFAP2A
Cisplatin,TFB1M
Cisplatin,TGFA
Cisplatin,TGFB1
Cisplatin,TGM2
Cisplatin,THAP5
Cisplatin,THUMPD1
Cisplatin,TIMP1
Cisplatin,TJP1
Cisplatin,TLN1
Cisplatin,TLR2
Cisplatin,TLR4
Cisplatin,TMEM205
Cisplatin,TMSB4XP6
Cisplatin,TMX4
Cisplatin,TNF
